,Title,Price,Link
94,"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 8 GB Ram & 1TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","52,590",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzgyNDA3MDI0NzQ4MzQzOjE3MjQ1MTUzOTk6c3BfYXRmX25leHQ6MzAwMTQ4NTM0ODc3MDMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXMJWMM%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2AZFGVVZZZ6C8%26dib%3DeyJ2IjoiMSJ9.7ieyUayv7mpVkOjykEoEK8QdSAjpXU2jdYxV_voxGa2J6j5DZvpwBaxPHmV3brnZ7g-8SnAiAxJOf_z4D3d7I9u6qS4DOED0tL_8celsKPDTuszwDDbbVbCZ4Ufcu4chE7QUhG9Y7a2V4qzgD97OcD_w7Te6JW79MDl0bK0cDZLKQl2fmxgBp7A1MG_KI99xyLgWhQuZu0YDDyJp2mi_9grCjauspVpDucYhtbulzUw.VKEnHjpL7i-2wNQG0bQrIBG55tduZNYCwzasWJEABBs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724515399%26sprefix%3Dlapto%252Caps%252C360%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
95,"Samsung Galaxy Book2 (NP750) Intel 12th Gen core i7 39.6cm (15.6"") FHD Thin & Light Laptop (16 GB/512 GB/Windows 11/MS Office/Backlit Keyboard/Fingerprint Reader/Silver/1.55Kg), NP750XED-KC2IN  ","62,879",https://amazon.in//Samsung-Windows-Keyboard-Fingerprint-NP750XED-KC2IN/dp/B09Z1ZG7Y3/ref=sr_1_291?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.D4s5aa8_FV1kG7AMcEnYLQI_F0Kki8LrDOry6isT0gpgBFE153w57rdxlmJ1zUYu6hhstB4yvaT_xCjuJCYaH1R4uv5naMiCKGOnZyO-3wNpdESdua99ExYMVQwUAGvwZyLI-JrRvrhAOVEk2mQ90-06e-muzDW-wfNaPPKJuBG90xYHDwAgrZNB_hoInpv-766iUNFzCymvwxxgVMDowJ0F0dhBZkEQ-GKXBY3CJDI.dMTcoCBh2a0nuqiALyy97ogcx1p20SpYixSgxAPF7l4&dib_tag=se&keywords=laptop&qid=1724515473&sprefix=lapto%2Caps%2C360&sr=8-291
96,"HP Victus Gaming Laptop, AMD Ryzen 7 8845HS AI Powered, 6GB RTX 4050 GPU,15.6-inch (39.6 cm),FHD, IPS,144Hz,16GB DDR5,1TB SSD, 300 nits, Win 11,Backlit KB, DTS:X Ultra (MSO, Blue, 2.29 kg), fb2117AX  ","99,490",https://amazon.in//HP-Victus-Powered-15-6-inch-Backlit/dp/B0D7PXTNRX/ref=sr_1_129?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.zsN1QAx2LB2hsuLCu_ZbcBKua71DZB3FaLHDkXcrUq8ELgp6bNqO5K100g1iGg7altTThT9N5PgtoUZNzGLcMciiCnF5fXiVD5j46wepH2CYOkqG1cbUbt1WWooCj-xqSFpt00Bfp0KXbFF9RXyyrV7iYQx9BNG5xZYWIZ0nuuiQuWkcA1Ls2BJ6JKuWDad2n02HtJgdXiPSPwlUYrMfW3BvSGZO5GmASQuqfmUOJ24.qG1NnLBXjQOE3NS5l-AeLT4vLhUXS7ZGsrAsQPWHJ8Y&dib_tag=se&keywords=laptop&qid=1724515388&sprefix=lapto%2Caps%2C360&sr=8-129
97,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN  ","38,990",https://amazon.in//Lenovo-IdeaPad-Laptop-Windows-82R400ERIN/dp/B0CP2KRYLM/ref=sr_1_23?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.DHj-wFrd-_ZRisqddUZMwrvZ8S8xdGwtl4lW6wlqu7zSIxoAXQQhlrZPh503DjJeQX5uG3hMHSaOZgpOHgy_zg0Q3cLIahK_4UsaSVVv_oRcFpbQ5I9BZ_vVjFVx5g6PiGcdBxU94U4xBh8_otYIxjL-EDegFCPpA7ExC2lNq4TF0eAcmaimc5KMMluAoVldwdfZkf4qGJ2xUnVGnljDPCbVRvNrEYHrZhDr-Z5sIhw.YUQW2EKtLiLW3ZL2L-4PX-XmJDudMONF2qwEOc3w4nw&dib_tag=se&keywords=laptop&qid=1724515359&sprefix=lapto%2Caps%2C360&sr=8-23
98,"HP 250 G9 Intel Celeron Dual Core 4500u - (8 GB/256 GB SSD/DOS) 8Y2Y9PA Laptop (15.6 inch, Silver, 1.75 kg)  ","23,990",https://amazon.in//HP-Intel-Celeron-Dual-4500u/dp/B0CZDRCHQ5/ref=sr_1_277?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.OxPKijYvAzkcKhbCNsI-Nb9UX6w55-hBi3iIeXVvMX35jCC-J7OV2w1nTtgNeynT8Raeo-HP91Ymff_GV5AZq2lpUxpP4_dr1xRiEHssEFc8gBGqAkryf5PJ_qPJZanCG-meF_EJwSaK_aMzNNL85Dk17Js713GwtN9Hnt2hbIYlYDePQ7GNjoc4nJcFcbMzs5hsd7iFAEhymyjYtKuQYwRVxfqPFv9tlv8fx-A3DK8._J2osdNsSb1teffpdW91XqbdjuMl0KkHjj9_Z55Yq90&dib_tag=se&keywords=laptop&qid=1724515467&sprefix=lapto%2Caps%2C360&sr=8-277
99,"HP Laptop 15, 12th Gen i3-1215U, 15.6-inch (39.6 cm), FHD, Anti-Glare, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Dual Speakers, (Win 11, MSO 2021, Silver, 1.69 kg), 15s-fy5006TU  ","35,999",https://amazon.in//HP-i3-1215U-15-6-inch-Anti-Glare-15s-fy5006TU/dp/B0CJBL2QWY/ref=sr_1_51?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.dR-HLnStQb7JYCYveGP_O2yxTR-gt9wRgwb4HHvNKYUyt9Ngj5nUiDjHfXKHNHBYXVfGwSLvmNLKteap0ft_7ttufd7LZsD7y2mGBNE4M3pUWIyHcV7c7qNs_7sOSxXBZB3XGoyLWskZ3-TQKclddOz_mFbYaRTD-_T_F_vKTUUd5iT6_lMlWlafuPnE0pXk2r4L8tROWP8VrpVH_Tw4b0M5cIsnIOLQwF3gziMZnJY.tvLsj_pzHNVYHXJ_q-A7kJmcPGucuTTiek_1JHvO7DU&dib_tag=se&keywords=laptop&qid=1724515364&sprefix=lapto%2Caps%2C360&sr=8-51
100,"(Refurbished) Lenovo ThinkPad X260 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/512 GB SSD/12.5"" (31.8 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics)  ","16,999",https://amazon.in//Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0CM219VCJ/ref=sr_1_286?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.OxPKijYvAzkcKhbCNsI-Nb9UX6w55-hBi3iIeXVvMX35jCC-J7OV2w1nTtgNeynT8Raeo-HP91Ymff_GV5AZq2lpUxpP4_dr1xRiEHssEFc8gBGqAkryf5PJ_qPJZanCG-meF_EJwSaK_aMzNNL85Dk17Js713GwtN9Hnt2hbIYlYDePQ7GNjoc4nJcFcbMzs5hsd7iFAEhymyjYtKuQYwRVxfqPFv9tlv8fx-A3DK8._J2osdNsSb1teffpdW91XqbdjuMl0KkHjj9_Z55Yq90&dib_tag=se&keywords=laptop&qid=1724515467&sprefix=lapto%2Caps%2C360&sr=8-286
101,"MSI Thin 15, Intel 12th Gen. Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UC-1691IN  ","64,990",https://amazon.in//MSI-i7-12650H-Windows-GeForce-B12UC-1691IN/dp/B0CV9J1QSJ/ref=sr_1_198?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.S_bp_tqx_YZJHG2SwNwSmR5EW6f5ZDWCsmZVyxky8QW4MfJYHvHwkMokJK5HRWWjEDRTseKOWh8u0-uEPTsWcSnIlOEBiB3f5UWsSqqnxZKyH0dRSLfDxoyUQrxn1oCTghIZPn7IeLsAbbvps8GfuF5UHTihjogzipdzCxR-3BF27E82vReTbn4xDYn0cWcMNNz7GwJCn2qu-dRKPQ42QpfkCHWgXJJje9f0wy-_TTk.cZ49Zz6U5Cs2m3fUdSROuOOm9i_gFrhyl_v3hESXJY8&dib_tag=se&keywords=laptop&qid=1724515419&sprefix=lapto%2Caps%2C360&sr=8-198
102,"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 32 GB Ram & 512 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","53,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozMzU1MTE1MjUzNzQxMjQ0OjE3MjQ1MTU0MDc6c3BfYXRmX25leHQ6MzAwMTQ4NTM0ODc1MjMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXH2QWS%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2AZFGVVZZZ6C8%26dib%3DeyJ2IjoiMSJ9.G6-ruRWEeq136Fb3KfXTnw-wLQF0NSVVPSyH53lp8AUkTPJhVHACJoh5k5q1Nj3D8o-daVEJ4Vb99sU3ECPZEdRNq5SPHH4NGVQjXa8isuihmicwo9o85se6fa8r4lBSLz0n5Ek8ribXNUqW-vcktY13naYItU1uU14tK2FqHCjB3e5kbkmrM0n8EUECR_myzEBrsk4uxRw5GzeUJKV_R5WW8pQrOrmmDFlDmsWoGrg.56-nYtZHDEVJRfNh09HPtS7UyDsQz_t0IvHPQTtUGgo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724515407%26sprefix%3Dlapto%252Caps%252C360%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
103,"Acer One 11 Intel Celeron N4500 (Windows 11 Home/ 8 GB/ 128 GB SSD) 29.64 cm (11.6"") Anti Glare HD Laptop, Z8-284, 1.1 KG, Deep Blue  ","17,990",https://amazon.in//Acer-Celeron-Windows-Laptop-Z8-284/dp/B0CHRN8C32/ref=sr_1_94?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.VR4DK8cb7aFr0fn4bIrK0cu0i9HviEUXDuRrfxtN6lCoW8g7t_PWmmIqIK5KUjrWxtJvHzm94Mb0mZQenj4JQSxapTTYZfNEJr8qZwFg3dNZl0UtIP1PZbY5Z2dvqeqUquuUH76iCvaT2anchV4xlTxSwUgV8lbt4vt2cGkPucn3V1yBFqlacuTX3TR_YQzFmGvQMRxs3BMkWY3FVW3cB3rWykVcafYQiUyijnPST7c.VsHiP0Bx71-nkCxTStNMLW6R-fB5qYgbSQ9Xws8nG00&dib_tag=se&keywords=laptop&qid=1724515379&sprefix=lapto%2Caps%2C360&sr=8-94
104,"Lenovo IdeaPad 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (4GB/256GB SDD/Windows 11 Home/1Yr ADP Free/Cloud Grey/1.3Kg), 82V6005CIN  ","20,990",https://amazon.in//Lenovo-IdeaPad-Celeron-Warranty-82V6005CIN/dp/B0C864DPY2/ref=sr_1_63?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.RMeNVCC_BjIlw77Egxm9w0Nqevj25fHXewD8_cnMqilhcgDsXyA2DMzc9mJkxNmD6X-JMHx_K6VNx5V-ShNQroc2fDJ5n61dUxJvJ9eNBUsQOCcbn7OeZ-7PmKwBhFhitaiqPBssfI_J4OcRYjkOvOpZsjXMFpTovGrQnya0KusjdOwwDgWTsYFhh5gTsHhMXt0v5MlSikQ90FGWEiZLmXxlTuGnobrTmDjQE2mbf-4.c1Yddvs9-WRsv7FjKeNUbqu_WF2-aiP6t6WtPIvcOxc&dib_tag=se&keywords=laptop&qid=1724515370&sprefix=lapto%2Caps%2C360&sr=8-63
105,"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Arctic Grey/1.65 Kg), 82YU00W7IN  ","27,980",https://amazon.in//Lenovo-39-62cm-Antiglare-Windows-82YU00W7IN/dp/B0C69Z4TKW/ref=sr_1_32?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.DHj-wFrd-_ZRisqddUZMwrvZ8S8xdGwtl4lW6wlqu7zSIxoAXQQhlrZPh503DjJeQX5uG3hMHSaOZgpOHgy_zg0Q3cLIahK_4UsaSVVv_oRcFpbQ5I9BZ_vVjFVx5g6PiGcdBxU94U4xBh8_otYIxjL-EDegFCPpA7ExC2lNq4TF0eAcmaimc5KMMluAoVldwdfZkf4qGJ2xUnVGnljDPCbVRvNrEYHrZhDr-Z5sIhw.YUQW2EKtLiLW3ZL2L-4PX-XmJDudMONF2qwEOc3w4nw&dib_tag=se&keywords=laptop&qid=1724515359&sprefix=lapto%2Caps%2C360&sr=8-32
106,"(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light Touchscreen FHD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) FHD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)  ","27,700",https://amazon.in//Refurbished-Lenovo-ThinkPad-Touchscreen-Graphics/dp/B0CTR2GGGY/ref=sr_1_253?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.3JvbOYh8RTN0E9PPr9qOMp8sK_qSV3H3WJBy0-TtF4fj8ejEG1jI7nEL7xRP7hGgggfoX3R4-iM2IpXNwfZgBfMdTpzbfZGZJSqXuk8az3bZ2fCSBipOo1TMTzXUEnPHTDwutFvIZqW_hVEqYmfz2LDZvriImsPYXcuXwEEdB3SLf9tAUdva0sFW-sVZgOHV2NgZ-tVqOKmizaH1GbIZXUh0FJ1zD47V9GUEYtE2UVE.WZ16Ic1zI5sZZ5vRP-6FHkCareSQp2V-_KrWHjs4mN4&dib_tag=se&keywords=laptop&qid=1724515449&sprefix=lapto%2Caps%2C360&sr=8-253
107,"Lenovo IdeaPad Slim 3 Intel Core i7 12th Gen 15.6inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Grey/1.63Kg), 82RK011GIN  ","56,990",https://amazon.in//Lenovo-IdeaPad-39-62cm-Windows-82RK011EIN/dp/B0CMGZCDRW/ref=sr_1_224?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.v1RurtSUUq7JZSTVullWZeURZ9QHI1iUXKqnsCYHj9DnjzzQyuzso7lgEF1nKcEed2Sbx4npg8WaVa1vLiYGDQrjE7ZDJZ1Ag8vOhoCPqSjQVbUbERwe5tVfrPd5IZuVST3iyBNDslOikJ9lZYu1T4G3remG5Tb6f4eJrO34nRJp_PF3vpHKfarnlYsDOl-PaHEbaOTm41-Xvkio_TW5TqdWgD3Pd1wIcvPXpx4BjVc.RvM6ByZjFb4yEa3UYtr6Qnn15ohig3Pyr9_qau-KjvA&dib_tag=se&keywords=laptop&qid=1724515431&sprefix=lapto%2Caps%2C360&sr=8-224
108,"HP OMEN Gaming Laptop, Intel Core i7-13700HX, 6GB RTX 3050 GPU, 16.1-inch (40.9 cm), 95W TGP, FHD, IPS, 165Hz, 300 nits, 16GB DDR5, 512GB SSD, RGB Backlit KB, B&O (MSO, Black, 2.32 kg), wf0179TX  ","97,499",https://amazon.in//HP-i7-13700HX-16-1-inch-Backlit-wf0179TX/dp/B0CTMCZ5L4/ref=sr_1_259?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.PQ8K94zeLExFWZIGChr_o_pBRD2M8YfaDFGXKoUkHnoiBkIwRhJTFAgnS6gNudDTDb7YJ2ud8CvbY-9qoTzNV5nSTZCY6Z4SsOPzIji0Br5OOefVLq2D3UuT4D54eVCMK_y24KdmgezYHPFLCPPZhBUsnUs2O6id9kcD2qz05UvsODsE6uFCOaLIhYxLij017Cb_759LyrA4yFFgJ3h-7M65jzbovA8WErB_HJU4EpM.5fEmZbBGp24EndOiFwa93Hfs3CNHrS_mfyNsB1tGUZI&dib_tag=se&keywords=laptop&qid=1724515461&sprefix=lapto%2Caps%2C360&sr=8-259
109,"Acer Aspire Lite AMD Ryzen 5-5500U Processor Premium Laptop (16GB RAM/512GB SSD/Win11 Home/AMD Radeon Graphics) AL15-41, 39.62cm(15.6"") Full HD Display, Multi Color Backlit Keyboard, Steel Gray,1.59KG  ","36,999",https://amazon.in//Acer-Processor-Graphics-AL15-41-Keyboard/dp/B0D4Z8WF34/ref=sr_1_242?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.3JvbOYh8RTN0E9PPr9qOMp8sK_qSV3H3WJBy0-TtF4fj8ejEG1jI7nEL7xRP7hGgggfoX3R4-iM2IpXNwfZgBfMdTpzbfZGZJSqXuk8az3bZ2fCSBipOo1TMTzXUEnPHTDwutFvIZqW_hVEqYmfz2LDZvriImsPYXcuXwEEdB3SLf9tAUdva0sFW-sVZgOHV2NgZ-tVqOKmizaH1GbIZXUh0FJ1zD47V9GUEYtE2UVE.WZ16Ic1zI5sZZ5vRP-6FHkCareSQp2V-_KrWHjs4mN4&dib_tag=se&keywords=laptop&qid=1724515449&sprefix=lapto%2Caps%2C360&sr=8-242
110,"(Refurbished) Lenovo Thinkpad X390 (Core i5 8th Gen/ 16GB Ram/ 512GB SSD/ WebCam/ 13.3 "" Non Touch/ Win-10 Pro)  ","24,990",https://amazon.in//Refurbished-Lenovo-Thinkpad-WebCam-Win-10/dp/B0CGV1DLQX/ref=sr_1_266?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.PQ8K94zeLExFWZIGChr_o_pBRD2M8YfaDFGXKoUkHnoiBkIwRhJTFAgnS6gNudDTDb7YJ2ud8CvbY-9qoTzNV5nSTZCY6Z4SsOPzIji0Br5OOefVLq2D3UuT4D54eVCMK_y24KdmgezYHPFLCPPZhBUsnUs2O6id9kcD2qz05UvsODsE6uFCOaLIhYxLij017Cb_759LyrA4yFFgJ3h-7M65jzbovA8WErB_HJU4EpM.5fEmZbBGp24EndOiFwa93Hfs3CNHrS_mfyNsB1tGUZI&dib_tag=se&keywords=laptop&qid=1724515461&sprefix=lapto%2Caps%2C360&sr=8-266
111,"Lenovo V15 Gen 3 Laptop, 15.6"" FHD Anti-Glare Display, Intel Core i5 12th Gen (1235U), 16GB RAM, 512GB SSD, Webcam, HDMI, Wi-Fi, Windows 11, MS-Office, Black, 1.5kg 1 Year Brand Warranty  ","44,490",https://amazon.in//Lenovo-V15-Anti-Glare-MS-Office-Warranty/dp/B0DBLGQVD9/ref=sr_1_208?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.S_bp_tqx_YZJHG2SwNwSmR5EW6f5ZDWCsmZVyxky8QW4MfJYHvHwkMokJK5HRWWjEDRTseKOWh8u0-uEPTsWcSnIlOEBiB3f5UWsSqqnxZKyH0dRSLfDxoyUQrxn1oCTghIZPn7IeLsAbbvps8GfuF5UHTihjogzipdzCxR-3BF27E82vReTbn4xDYn0cWcMNNz7GwJCn2qu-dRKPQ42QpfkCHWgXJJje9f0wy-_TTk.cZ49Zz6U5Cs2m3fUdSROuOOm9i_gFrhyl_v3hESXJY8&dib_tag=se&keywords=laptop&qid=1724515419&sprefix=lapto%2Caps%2C360&sr=8-208
112,"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Cool Silver/1.38 kg), E1404FA-NK321WS  ","32,990",https://amazon.in//ASUS-Vivobook-14-inch-Windows-E1404FA-NK321WS/dp/B0C37G66X5/ref=sr_1_249?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.3JvbOYh8RTN0E9PPr9qOMp8sK_qSV3H3WJBy0-TtF4fj8ejEG1jI7nEL7xRP7hGgggfoX3R4-iM2IpXNwfZgBfMdTpzbfZGZJSqXuk8az3bZ2fCSBipOo1TMTzXUEnPHTDwutFvIZqW_hVEqYmfz2LDZvriImsPYXcuXwEEdB3SLf9tAUdva0sFW-sVZgOHV2NgZ-tVqOKmizaH1GbIZXUh0FJ1zD47V9GUEYtE2UVE.WZ16Ic1zI5sZZ5vRP-6FHkCareSQp2V-_KrWHjs4mN4&dib_tag=se&keywords=laptop&qid=1724515449&sprefix=lapto%2Caps%2C360&sr=8-249
113,"Lenovo ThinkBook 15 G5 AMD Ryzen 7 7730U 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA00BIN  ","44,718",https://amazon.in//Lenovo-ThinkBook-Antiglare-Fingerprint-21JFA00BIN/dp/B0CGCRRC1Z/ref=sr_1_241?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.xDt-5gnbhhLG7cNLQbddWbYZ6M-Tx_EZUy9g4uHQqKDaXl82ZCxlf0g5xK7rq4_2qp5NtKqHxqLM9hyeNVL-85bv03Ve5kMoaluHEt0q9thhEbO3Fl5zYh2ohBEWL-11fFBX-_h_I5rrU-mKWBoQFZ8yDrfGamcvNmoylWo14CjcsMIbVGhOt4QbEkys2577CMMd8fz1GjbwcP876nB2v4NeHj1R5qfBb7Mw1GCNBzI.Dy2u5UUzr_n3Hue6zEu-s2W6eAsICE9Y9vDbumkRJ8I&dib_tag=se&keywords=laptop&qid=1724515440&sprefix=lapto%2Caps%2C360&sr=8-241
114,"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 64 GB Ram & 128 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","57,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4NDg4NjkwNDUyNDA2ODQyOjE3MjQ1MTU0MzE6c3BfYXRmX25leHQ6MzAwMTQ4NTM0ODc1OTMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXN6LXB%2Fref%3Dsr_1_209_sspa%3Fcrid%3D2AZFGVVZZZ6C8%26dib%3DeyJ2IjoiMSJ9.v1RurtSUUq7JZSTVullWZeURZ9QHI1iUXKqnsCYHj9DnjzzQyuzso7lgEF1nKcEed2Sbx4npg8WaVa1vLiYGDQrjE7ZDJZ1Ag8vOhoCPqSjQVbUbERwe5tVfrPd5IZuVST3iyBNDslOikJ9lZYu1T4G3remG5Tb6f4eJrO34nRJp_PF3vpHKfarnlYsDOl-PaHEbaOTm41-Xvkio_TW5TqdWgD3Pd1wIcvPXpx4BjVc.RvM6ByZjFb4yEa3UYtr6Qnn15ohig3Pyr9_qau-KjvA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724515431%26sprefix%3Dlapto%252Caps%252C360%26sr%3D8-209-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
115,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN  ","52,890",https://amazon.in//Lenovo-IdeaPad-i5-12450H-35-5cm-83EQ005VIN/dp/B0D6MPVN7B/ref=sr_1_52?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.dR-HLnStQb7JYCYveGP_O2yxTR-gt9wRgwb4HHvNKYUyt9Ngj5nUiDjHfXKHNHBYXVfGwSLvmNLKteap0ft_7ttufd7LZsD7y2mGBNE4M3pUWIyHcV7c7qNs_7sOSxXBZB3XGoyLWskZ3-TQKclddOz_mFbYaRTD-_T_F_vKTUUd5iT6_lMlWlafuPnE0pXk2r4L8tROWP8VrpVH_Tw4b0M5cIsnIOLQwF3gziMZnJY.tvLsj_pzHNVYHXJ_q-A7kJmcPGucuTTiek_1JHvO7DU&dib_tag=se&keywords=laptop&qid=1724515364&sprefix=lapto%2Caps%2C360&sr=8-52
116,"Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A715-76G Gaming Laptop (15.6 Inch, Charcoal Black, 2.1 Kg)  ","55,490",https://amazon.in//Acer-Aspire-Intel-Core-12450H/dp/B0D45THCGJ/ref=sr_1_223?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.v1RurtSUUq7JZSTVullWZeURZ9QHI1iUXKqnsCYHj9DnjzzQyuzso7lgEF1nKcEed2Sbx4npg8WaVa1vLiYGDQrjE7ZDJZ1Ag8vOhoCPqSjQVbUbERwe5tVfrPd5IZuVST3iyBNDslOikJ9lZYu1T4G3remG5Tb6f4eJrO34nRJp_PF3vpHKfarnlYsDOl-PaHEbaOTm41-Xvkio_TW5TqdWgD3Pd1wIcvPXpx4BjVc.RvM6ByZjFb4yEa3UYtr6Qnn15ohig3Pyr9_qau-KjvA&dib_tag=se&keywords=laptop&qid=1724515431&sprefix=lapto%2Caps%2C360&sr=8-223
117,"(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)  ","16,865",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR49QPM9/ref=sr_1_22?crid=2AZFGVVZZZ6C8&dib=eyJ2IjoiMSJ9.DHj-wFrd-_ZRisqddUZMwrvZ8S8xdGwtl4lW6wlqu7zSIxoAXQQhlrZPh503DjJeQX5uG3hMHSaOZgpOHgy_zg0Q3cLIahK_4UsaSVVv_oRcFpbQ5I9BZ_vVjFVx5g6PiGcdBxU94U4xBh8_otYIxjL-EDegFCPpA7ExC2lNq4TF0eAcmaimc5KMMluAoVldwdfZkf4qGJ2xUnVGnljDPCbVRvNrEYHrZhDr-Z5sIhw.YUQW2EKtLiLW3ZL2L-4PX-XmJDudMONF2qwEOc3w4nw&dib_tag=se&keywords=laptop&qid=1724515359&sprefix=lapto%2Caps%2C360&sr=8-22
